exams,probability,instance_seed,solver_seed,solver,slots,time,max_time
10,0.4,11,11,code2,3,0.000012,60
10,0.4,11,12,code1,3,0.000065,60
10,0.4,11,12,code2,3,0.000045,60
10,0.4,11,13,code1,3,0.000050,60
10,0.4,11,13,code2,3,0.000028,60
10,0.4,11,14,code1,3,0.000029,60
10,0.4,11,14,code2,3,0.000009,60
10,0.4,11,15,code1,3,0.000040,60
10,0.4,11,15,code2,3,0.000021,60
10,0.4,11,16,code1,3,0.000044,60
10,0.4,11,16,code2,3,0.000025,60
10,0.4,11,17,code1,3,0.000031,60
10,0.4,11,17,code2,3,0.000009,60
10,0.4,12,10,code1,3,0.000037,60
10,0.4,12,10,code2,3,0.000015,60
10,0.4,12,11,code1,3,0.000029,60
10,0.4,12,11,code2,3,0.000007,60
10,0.4,12,12,code1,3,0.000031,60
10,0.4,12,12,code2,3,0.000011,60
10,0.4,12,13,code1,3,0.000033,60
10,0.4,12,13,code2,3,0.000011,60
10,0.4,12,14,code1,3,0.000046,60
10,0.4,12,14,code2,3,0.000026,60
10,0.4,12,15,code1,3,0.000044,60
10,0.4,12,15,code2,3,0.000022,60
10,0.4,12,16,code1,3,0.000031,60
10,0.4,12,16,code2,3,0.000009,60
10,0.4,12,17,code1,3,0.000034,60
10,0.4,12,17,code2,3,0.000057,60
10,0.4,13,10,code1,3,0.000030,60
10,0.4,13,10,code2,3,0.000011,60
10,0.4,13,11,code1,3,0.000042,60
10,0.4,13,11,code2,3,0.000019,60
10,0.4,13,12,code1,3,0.000035,60
10,0.4,13,12,code2,3,0.000014,60
10,0.4,13,13,code1,3,0.000056,60
10,0.4,13,13,code2,3,0.000036,60
10,0.4,13,14,code1,3,0.000050,60
10,0.4,13,14,code2,3,0.000028,60
10,0.4,13,15,code1,3,0.000062,60
10,0.4,13,15,code2,3,0.000042,60
10,0.4,13,16,code1,3,0.000028,60
10,0.4,13,16,code2,3,0.000007,60
10,0.4,13,17,code1,3,0.000030,60
10,0.4,13,17,code2,3,0.000008,60
10,0.4,14,10,code1,4,0.000032,60
10,0.4,14,10,code2,4,0.000017,60
10,0.4,14,11,code1,4,0.000052,60
10,0.4,14,11,code2,4,0.000038,60
10,0.4,14,12,code1,4,0.000065,60
10,0.4,14,12,code2,4,0.000052,60
10,0.4,14,13,code1,4,0.000049,60
10,0.4,14,13,code2,4,0.000033,60
10,0.4,14,14,code1,4,0.000239,60
10,0.4,14,14,code2,4,0.000228,60
10,0.4,14,15,code1,4,0.000048,60
10,0.4,14,15,code2,4,0.000032,60
10,0.4,14,16,code1,4,0.000077,60
10,0.4,14,16,code2,4,0.000072,60
10,0.4,14,17,code1,4,0.000030,60
10,0.4,14,17,code2,4,0.000013,60
10,0.6,10,10,code1,4,0.000049,60
10,0.6,10,10,code2,4,0.000033,60
10,0.6,10,11,code1,4,0.000028,60
10,0.6,10,11,code2,4,0.000011,60
10,0.6,10,12,code1,4,0.000051,60
10,0.6,10,12,code2,4,0.000036,60
10,0.6,10,13,code1,4,0.000042,60
10,0.6,10,13,code2,4,0.000016,60
10,0.6,10,14,code1,4,0.000033,60
10,0.6,10,14,code2,4,0.000016,60
10,0.6,10,15,code1,4,0.000035,60
10,0.6,10,15,code2,4,0.000019,60
10,0.6,10,16,code1,4,0.000067,60
10,0.6,10,16,code2,4,0.000041,60
10,0.6,10,17,code1,4,0.000053,60
10,0.6,10,17,code2,4,0.000038,60
10,0.6,11,10,code1,4,0.000030,60
10,0.6,11,10,code2,4,0.000014,60
10,0.6,11,11,code1,4,0.000045,60
10,0.6,11,11,code2,4,0.000030,60
10,0.6,11,12,code1,4,0.000030,60
10,0.6,11,12,code2,4,0.000014,60
10,0.6,11,13,code1,4,0.000074,60
10,0.6,11,13,code2,4,0.000061,60
10,0.6,11,14,code1,4,0.000038,60
10,0.6,11,14,code2,4,0.000020,60
10,0.6,11,15,code1,4,0.000031,60
10,0.6,11,15,code2,4,0.000015,60
10,0.6,11,16,code1,4,0.000053,60
10,0.6,11,16,code2,4,0.000037,60
10,0.6,11,17,code1,4,0.000040,60
10,0.6,11,17,code2,4,0.000026,60
10,0.6,12,10,code1,5,0.000061,60
10,0.6,12,10,code2,5,0.000049,60
10,0.6,12,11,code1,5,0.000043,60
10,0.6,12,11,code2,5,0.000034,60
10,0.6,12,12,code1,5,0.000136,60
10,0.6,12,12,code2,5,0.000126,60
10,0.6,12,13,code1,5,0.000091,60
10,0.6,12,13,code2,5,0.000084,60
10,0.6,12,14,code1,5,0.000092,60
10,0.6,12,14,code2,5,0.000086,60
10,0.6,12,15,code1,5,0.000069,60
10,0.6,12,15,code2,5,0.000060,60
10,0.6,12,16,code1,5,0.000066,60
10,0.6,12,16,code2,5,0.000064,60
10,0.6,12,17,code1,5,0.000077,60
10,0.6,12,17,code2,5,0.000081,60
10,0.6,13,10,code1,4,0.000026,60
10,0.6,13,10,code2,4,0.000010,60
10,0.6,13,11,code1,4,0.000030,60
10,0.6,13,11,code2,4,0.000013,60
10,0.6,13,12,code1,4,0.000039,60
10,0.6,13,12,code2,4,0.000024,60
10,0.6,13,13,code1,4,0.000058,60
10,0.6,13,13,code2,4,0.000042,60
10,0.6,13,14,code1,4,0.000034,60
10,0.6,13,14,code2,4,0.000018,60
10,0.6,13,15,code1,4,0.000041,60
10,0.6,13,15,code2,4,0.000022,60
10,0.6,13,16,code1,4,0.000032,60
10,0.6,13,16,code2,4,0.000013,60
10,0.6,13,17,code1,4,0.000033,60
10,0.6,13,17,code2,4,0.000018,60
10,0.6,14,10,code1,5,0.000123,60
10,0.6,14,10,code2,5,0.000115,60
10,0.6,14,11,code1,5,0.000075,60
10,0.6,14,11,code2,5,0.000072,60
10,0.6,14,12,code1,5,0.000439,60
10,0.6,14,12,code2,5,0.000451,60
10,0.6,14,13,code1,5,0.000043,60
10,0.6,14,13,code2,5,0.000032,60
10,0.6,14,14,code1,5,0.000094,60
10,0.6,14,14,code2,5,0.000079,60
10,0.6,14,15,code1,5,0.000052,60
10,0.6,14,15,code2,5,0.000039,60
10,0.6,14,16,code1,5,0.000161,60
10,0.6,14,16,code2,5,0.000182,60
10,0.6,14,17,code1,5,0.000037,60
10,0.6,14,17,code2,5,0.000028,60
10,0.8,10,10,code1,6,0.000690,60
10,0.8,10,10,code2,6,0.000714,60
10,0.8,10,11,code1,6,0.000274,60
10,0.8,10,11,code2,6,0.000296,60
10,0.8,10,12,code1,6,0.000176,60
10,0.8,10,12,code2,6,0.000183,60
10,0.8,10,13,code1,6,0.000261,60
10,0.8,10,13,code2,6,0.000278,60
10,0.8,10,14,code1,6,0.000139,60
10,0.8,10,14,code2,6,0.000147,60
10,0.8,10,15,code1,6,0.000445,60
10,0.8,10,15,code2,6,0.000465,60
10,0.8,10,16,code1,6,0.000334,60
10,0.8,10,16,code2,6,0.000352,60
10,0.8,10,17,code1,6,0.000417,60
10,0.8,10,17,code2,6,0.000457,60
10,0.8,11,10,code1,7,0.001083,60
10,0.8,11,10,code2,7,0.001184,60
10,0.8,11,11,code1,7,0.001456,60
10,0.8,11,11,code2,7,0.001591,60
10,0.8,11,12,code1,7,0.000991,60
10,0.8,11,12,code2,7,0.001124,60
10,0.8,11,13,code1,7,0.001051,60
10,0.8,11,13,code2,7,0.001126,60
10,0.8,11,14,code1,7,0.000830,60
10,0.8,11,14,code2,7,0.000948,60
10,0.8,11,15,code1,7,0.001060,60
10,0.8,11,15,code2,7,0.001181,60
10,0.8,11,16,code1,7,0.000713,60
10,0.8,11,16,code2,7,0.000811,60
10,0.8,11,17,code1,7,0.002342,60
10,0.8,11,17,code2,7,0.002677,60
10,0.8,12,10,code1,7,0.001027,60
10,0.8,12,10,code2,7,0.001055,60
10,0.8,12,11,code1,7,0.000830,60
10,0.8,12,11,code2,7,0.000866,60
10,0.8,12,12,code1,7,0.001048,60
10,0.8,12,12,code2,7,0.001187,60
10,0.8,12,13,code1,7,0.000661,60
10,0.8,12,13,code2,7,0.000731,60
10,0.8,12,14,code1,7,0.001265,60
10,0.8,12,14,code2,7,0.001461,60
10,0.8,12,15,code1,7,0.001285,60
10,0.8,12,15,code2,7,0.001486,60
10,0.8,12,16,code1,7,0.000169,60
10,0.8,12,16,code2,7,0.000190,60
10,0.8,12,17,code1,7,0.000833,60
10,0.8,12,17,code2,7,0.000940,60
10,0.8,13,10,code1,6,0.000051,60
10,0.8,13,10,code2,6,0.000048,60
10,0.8,13,11,code1,6,0.000091,60
10,0.8,13,11,code2,6,0.000094,60
10,0.8,13,12,code1,6,0.000673,60
10,0.8,13,12,code2,6,0.000694,60
10,0.8,13,13,code1,6,0.000298,60
10,0.8,13,13,code2,6,0.000307,60
10,0.8,13,14,code1,6,0.000148,60
10,0.8,13,14,code2,6,0.000154,60
10,0.8,13,15,code1,6,0.000117,60
10,0.8,13,15,code2,6,0.000128,60
10,0.8,13,16,code1,6,0.000378,60
10,0.8,13,16,code2,6,0.000350,60
10,0.8,13,17,code1,6,0.000140,60
10,0.8,13,17,code2,6,0.000143,60
10,0.8,14,10,code1,6,0.000190,60
10,0.8,14,10,code2,6,0.000207,60
10,0.8,14,11,code1,6,0.000166,60
10,0.8,14,11,code2,6,0.000183,60
10,0.8,14,12,code1,6,0.000231,60
10,0.8,14,12,code2,6,0.000247,60
10,0.8,14,13,code1,6,0.000049,60
10,0.8,14,13,code2,6,0.000044,60
10,0.8,14,14,code1,6,0.000082,60
10,0.8,14,14,code2,6,0.000079,60
10,0.8,14,15,code1,6,0.000119,60
10,0.8,14,15,code2,6,0.000119,60
10,0.8,14,16,code1,6,0.000085,60
10,0.8,14,16,code2,6,0.000088,60
10,0.8,14,17,code1,6,0.000056,60
10,0.8,14,17,code2,6,0.000057,60
15,0.2,10,10,code1,3,0.000475,60
15,0.2,10,10,code2,3,0.000423,60
15,0.2,10,11,code1,3,0.000626,60
15,0.2,10,11,code2,3,0.000555,60
15,0.2,10,12,code1,3,0.000164,60
15,0.2,10,12,code2,3,0.000105,60
15,0.2,10,13,code1,3,0.000077,60
15,0.2,10,13,code2,3,0.000020,60
15,0.2,10,14,code1,3,0.000079,60
15,0.2,10,14,code2,3,0.000016,60
15,0.2,10,15,code1,3,0.000421,60
15,0.2,10,15,code2,3,0.000356,60
15,0.2,10,16,code1,3,0.000101,60
15,0.2,10,16,code2,3,0.000041,60
15,0.2,10,17,code1,3,0.000276,60
15,0.2,10,17,code2,3,0.000221,60
15,0.2,11,10,code1,4,0.000149,60
15,0.2,11,10,code2,4,0.000106,60
15,0.2,11,11,code1,4,0.000256,60
15,0.2,11,11,code2,4,0.000204,60
15,0.2,11,12,code1,4,0.000570,60
15,0.2,11,12,code2,4,0.000529,60
15,0.2,11,13,code1,4,0.004609,60
15,0.2,11,13,code2,4,0.004589,60
15,0.2,11,14,code1,4,0.000367,60
15,0.2,11,14,code2,4,0.000360,60
15,0.2,11,15,code1,4,0.000073,60
15,0.2,11,15,code2,4,0.000020,60
15,0.2,11,16,code1,4,0.000129,60
15,0.2,11,16,code2,4,0.000077,60
15,0.2,11,17,code1,4,0.000602,60
15,0.2,11,17,code2,4,0.000569,60
15,0.2,12,10,code1,3,0.000074,60
15,0.2,12,10,code2,3,0.000015,60
15,0.2,12,11,code1,3,0.000084,60
15,0.2,12,11,code2,3,0.000020,60
15,0.2,12,12,code1,3,0.000105,60
15,0.2,12,12,code2,3,0.000047,60
15,0.2,12,13,code1,3,0.000263,60
15,0.2,12,13,code2,3,0.000180,60
15,0.2,12,14,code1,3,0.000082,60
15,0.2,12,14,code2,3,0.000024,60
15,0.2,12,15,code1,3,0.000085,60
15,0.2,12,15,code2,3,0.000026,60
15,0.2,12,16,code1,3,0.000071,60
15,0.2,12,16,code2,3,0.000011,60
15,0.2,12,17,code1,3,0.000098,60
15,0.2,12,17,code2,3,0.000039,60
15,0.2,13,10,code1,3,0.000081,60
15,0.2,13,10,code2,3,0.000021,60
15,0.2,13,11,code1,3,0.000092,60
15,0.2,13,11,code2,3,0.000030,60
15,0.2,13,12,code1,3,0.000087,60
15,0.2,13,12,code2,3,0.000025,60
15,0.2,13,13,code1,3,0.000101,60
15,0.2,13,13,code2,3,0.000042,60
15,0.2,13,14,code1,3,0.000085,60
15,0.2,13,14,code2,3,0.000026,60
15,0.2,13,15,code1,3,0.000076,60
15,0.2,13,15,code2,3,0.000017,60
15,0.2,13,16,code1,3,0.000084,60
15,0.2,13,16,code2,3,0.000025,60
15,0.2,13,17,code1,3,0.000087,60
15,0.2,13,17,code2,3,0.000030,60
15,0.2,14,10,code1,3,0.000141,60
15,0.2,14,10,code2,3,0.000078,60
15,0.2,14,11,code1,3,0.000114,60
15,0.2,14,11,code2,3,0.000049,60
15,0.2,14,12,code1,3,0.000139,60
15,0.2,14,12,code2,3,0.000080,60
15,0.2,14,13,code1,3,0.000125,60
15,0.2,14,13,code2,3,0.000115,60
15,0.2,14,14,code1,3,0.000073,60
15,0.2,14,14,code2,3,0.000014,60
15,0.2,14,15,code1,3,0.000082,60
15,0.2,14,15,code2,3,0.000024,60
15,0.2,14,16,code1,3,0.000082,60
15,0.2,14,16,code2,3,0.000021,60
15,0.2,14,17,code1,3,0.000079,60
15,0.2,14,17,code2,3,0.000022,60
15,0.4,10,10,code1,4,0.000169,60
15,0.4,10,10,code2,4,0.000115,60
15,0.4,10,11,code1,4,0.000377,60
15,0.4,10,11,code2,4,0.000332,60
15,0.4,10,12,code1,4,0.000130,60
15,0.4,10,12,code2,4,0.000081,60
15,0.4,10,13,code1,4,0.000085,60
15,0.4,10,13,code2,4,0.000034,60
15,0.4,10,14,code1,4,0.000079,60
15,0.4,10,14,code2,4,0.000025,60
15,0.4,10,15,code1,4,0.000114,60
15,0.4,10,15,code2,4,0.000061,60
15,0.4,10,16,code1,4,0.000085,60
15,0.4,10,16,code2,4,0.000030,60
15,0.4,10,17,code1,4,0.000109,60
15,0.4,10,17,code2,4,0.000058,60
15,0.4,11,10,code1,5,0.000852,60
15,0.4,11,10,code2,5,0.000842,60
15,0.4,11,11,code1,5,0.000425,60
15,0.4,11,11,code2,5,0.000402,60
15,0.4,11,12,code1,5,0.002101,60
15,0.4,11,12,code2,5,0.002127,60
15,0.4,11,13,code1,5,0.001210,60
15,0.4,11,13,code2,5,0.001203,60
15,0.4,11,14,code1,5,0.000606,60
15,0.4,11,14,code2,5,0.000576,60
15,0.4,11,15,code1,5,0.000365,60
15,0.4,11,15,code2,5,0.000320,60
15,0.4,11,16,code1,5,0.001028,60
15,0.4,11,16,code2,5,0.000987,60
15,0.4,11,17,code1,5,0.001253,60
15,0.4,11,17,code2,5,0.001255,60
15,0.4,12,10,code1,5,0.000219,60
15,0.4,12,10,code2,5,0.000185,60
15,0.4,12,11,code1,5,0.000404,60
15,0.4,12,11,code2,5,0.000371,60
15,0.4,12,12,code1,5,0.000776,60
15,0.4,12,12,code2,5,0.000841,60
15,0.4,12,13,code1,5,0.001062,60
15,0.4,12,13,code2,5,0.001032,60
15,0.4,12,14,code1,5,0.000195,60
15,0.4,12,14,code2,5,0.000148,60
15,0.4,12,15,code1,5,0.000231,60
15,0.4,12,15,code2,5,0.000150,60
15,0.4,12,16,code1,5,0.000420,60
15,0.4,12,16,code2,5,0.000334,60
15,0.4,12,17,code1,5,0.002246,60
15,0.4,12,17,code2,5,0.002376,60
15,0.4,13,10,code1,4,0.000129,60
15,0.4,13,10,code2,4,0.000079,60
15,0.4,13,11,code1,4,0.000111,60
15,0.4,13,11,code2,4,0.000061,60
15,0.4,13,12,code1,4,0.000096,60
15,0.4,13,12,code2,4,0.000046,60
15,0.4,13,13,code1,4,0.000078,60
15,0.4,13,13,code2,4,0.000023,60
15,0.4,13,14,code1,4,0.000090,60
15,0.4,13,14,code2,4,0.000039,60
15,0.4,13,15,code1,4,0.000163,60
15,0.4,13,15,code2,4,0.000110,60
15,0.4,13,16,code1,4,0.000287,60
15,0.4,13,16,code2,4,0.000238,60
15,0.4,13,17,code1,4,0.000126,60
15,0.4,13,17,code2,4,0.000084,60
15,0.4,14,10,code1,4,0.000153,60
15,0.4,14,10,code2,4,0.000096,60
15,0.4,14,11,code1,4,0.000179,60
15,0.4,14,11,code2,4,0.000136,60
15,0.4,14,12,code1,4,0.000430,60
15,0.4,14,12,code2,4,0.000173,60
15,0.4,14,13,code1,4,0.000296,60
15,0.4,14,13,code2,4,0.000247,60
15,0.4,14,14,code1,4,0.000307,60
15,0.4,14,14,code2,4,0.000256,60
15,0.4,14,15,code1,4,0.000092,60
15,0.4,14,15,code2,4,0.000039,60
15,0.4,14,16,code1,4,0.000401,60
15,0.4,14,16,code2,4,0.000357,60
15,0.4,14,17,code1,4,0.000303,60
15,0.4,14,17,code2,4,0.000198,60
15,0.6,10,10,code1,6,0.000857,60
15,0.6,10,10,code2,6,0.000713,60
15,0.6,10,11,code1,6,0.013250,60
15,0.6,10,11,code2,6,0.013554,60
15,0.6,10,12,code1,6,0.002858,60
15,0.6,10,12,code2,6,0.002891,60
15,0.6,10,13,code1,6,0.001278,60
15,0.6,10,13,code2,6,0.001295,60
15,0.6,10,14,code1,6,0.000513,60
15,0.6,10,14,code2,6,0.000449,60
15,0.6,10,15,code1,6,0.000370,60
15,0.6,10,15,code2,6,0.000348,60
15,0.6,10,16,code1,6,0.000818,60
15,0.6,10,16,code2,6,0.000816,60
15,0.6,10,17,code1,6,0.002170,60
15,0.6,10,17,code2,6,0.002346,60
15,0.6,11,10,code1,6,0.001169,60
15,0.6,11,10,code2,6,0.001185,60
15,0.6,11,11,code1,6,0.000591,60
15,0.6,11,11,code2,6,0.000607,60
15,0.6,11,12,code1,6,0.001153,60
15,0.6,11,12,code2,6,0.001211,60
15,0.6,11,13,code1,6,0.001131,60
15,0.6,11,13,code2,6,0.001161,60
15,0.6,11,14,code1,6,0.000417,60
15,0.6,11,14,code2,6,0.000416,60
15,0.6,11,15,code1,6,0.000635,60
15,0.6,11,15,code2,6,0.000619,60
15,0.6,11,16,code1,6,0.000556,60
15,0.6,11,16,code2,6,0.000491,60
15,0.6,11,17,code1,6,0.000486,60
15,0.6,11,17,code2,6,0.000489,60
15,0.6,12,10,code1,6,0.000804,60
15,0.6,12,10,code2,6,0.000758,60
15,0.6,12,11,code1,6,0.002809,60
15,0.6,12,11,code2,6,0.002920,60
15,0.6,12,12,code1,6,0.000708,60
15,0.6,12,12,code2,6,0.000739,60
15,0.6,12,13,code1,6,0.001987,60
15,0.6,12,13,code2,6,0.001929,60
15,0.6,12,14,code1,6,0.000567,60
15,0.6,12,14,code2,6,0.000566,60
15,0.6,12,15,code1,6,0.001110,60
15,0.6,12,15,code2,6,0.001089,60
15,0.6,12,16,code1,6,0.002197,60
15,0.6,12,16,code2,6,0.002166,60
15,0.6,12,17,code1,6,0.005952,60
15,0.6,12,17,code2,6,0.005819,60
15,0.6,13,10,code1,6,0.008704,60
15,0.6,13,10,code2,6,0.008972,60
15,0.6,13,11,code1,6,0.003235,60
15,0.6,13,11,code2,6,0.003182,60
15,0.6,13,12,code1,6,0.006390,60
15,0.6,13,12,code2,6,0.006521,60
15,0.6,13,13,code1,6,0.000385,60
15,0.6,13,13,code2,6,0.000394,60
15,0.6,13,14,code1,6,0.003656,60
15,0.6,13,14,code2,6,0.003724,60
15,0.6,13,15,code1,6,0.008392,60
15,0.6,13,15,code2,6,0.008552,60
15,0.6,13,16,code1,6,0.003078,60
15,0.6,13,16,code2,6,0.003159,60
15,0.6,13,17,code1,6,0.004618,60
15,0.6,13,17,code2,6,0.004726,60
15,0.6,14,10,code1,6,0.001130,60
15,0.6,14,10,code2,6,0.001060,60
15,0.6,14,11,code1,6,0.002303,60
15,0.6,14,11,code2,6,0.002304,60
15,0.6,14,12,code1,6,0.000976,60
15,0.6,14,12,code2,6,0.000994,60
15,0.6,14,13,code1,6,0.000427,60
15,0.6,14,13,code2,6,0.000409,60
15,0.6,14,14,code1,6,0.001434,60
15,0.6,14,14,code2,6,0.001386,60
15,0.6,14,15,code1,6,0.000555,60
15,0.6,14,15,code2,6,0.000598,60
15,0.6,14,16,code1,6,0.002536,60
15,0.6,14,16,code2,6,0.002579,60
15,0.6,14,17,code1,6,0.000294,60
15,0.6,14,17,code2,6,0.000267,60
15,0.8,10,10,code1,8,0.023600,60
15,0.8,10,10,code2,8,0.025194,60
15,0.8,10,11,code1,8,0.036928,60
15,0.8,10,11,code2,8,0.038085,60
15,0.8,10,12,code1,8,0.050262,60
15,0.8,10,12,code2,8,0.055225,60
15,0.8,10,13,code1,8,0.004246,60
15,0.8,10,13,code2,8,0.004685,60
15,0.8,10,14,code1,8,0.010907,60
15,0.8,10,14,code2,8,0.011306,60
15,0.8,10,15,code1,8,0.002280,60
15,0.8,10,15,code2,8,0.002447,60
15,0.8,10,16,code1,8,0.019513,60
15,0.8,10,16,code2,8,0.019728,60
15,0.8,10,17,code1,8,0.020672,60
15,0.8,10,17,code2,8,0.022034,60
15,0.8,11,10,code1,8,0.003390,60
15,0.8,11,10,code2,8,0.003581,60
15,0.8,11,11,code1,8,0.003148,60
15,0.8,11,11,code2,8,0.003495,60
15,0.8,11,12,code1,8,0.019849,60
15,0.8,11,12,code2,8,0.021626,60
15,0.8,11,13,code1,8,0.067991,60
15,0.8,11,13,code2,8,0.070687,60
15,0.8,11,14,code1,8,0.026846,60
15,0.8,11,14,code2,8,0.027941,60
15,0.8,11,15,code1,8,0.006671,60
15,0.8,11,15,code2,8,0.006948,60
15,0.8,11,16,code1,8,0.034075,60
15,0.8,11,16,code2,8,0.036776,60
15,0.8,11,17,code1,8,0.018329,60
15,0.8,11,17,code2,8,0.019521,60
15,0.8,12,10,code1,8,0.006952,60
15,0.8,12,10,code2,8,0.007609,60
15,0.8,12,11,code1,8,0.016795,60
15,0.8,12,11,code2,8,0.018025,60
15,0.8,12,12,code1,8,0.017135,60
15,0.8,12,12,code2,8,0.018290,60
15,0.8,12,13,code1,8,0.071384,60
15,0.8,12,13,code2,8,0.075829,60
15,0.8,12,14,code1,8,0.065596,60
15,0.8,12,14,code2,8,0.068836,60
15,0.8,12,15,code1,8,0.019136,60
15,0.8,12,15,code2,8,0.020319,60
15,0.8,12,16,code1,8,0.032545,60
15,0.8,12,16,code2,8,0.035126,60
15,0.8,12,17,code1,8,0.087146,60
15,0.8,12,17,code2,8,0.095986,60
15,0.8,13,10,code1,8,0.034634,60
15,0.8,13,10,code2,8,0.035894,60
15,0.8,13,11,code1,8,0.008798,60
15,0.8,13,11,code2,8,0.009588,60
15,0.8,13,12,code1,8,0.031306,60
15,0.8,13,12,code2,8,0.032256,60
15,0.8,13,13,code1,8,0.009358,60
15,0.8,13,13,code2,8,0.010211,60
15,0.8,13,14,code1,8,0.038223,60
15,0.8,13,14,code2,8,0.039462,60
15,0.8,13,15,code1,8,0.186701,60
15,0.8,13,15,code2,8,0.202428,60
15,0.8,13,16,code1,8,0.048630,60
15,0.8,13,16,code2,8,0.051395,60
15,0.8,13,17,code1,8,0.051537,60
15,0.8,13,17,code2,8,0.054699,60
15,0.8,14,10,code1,8,0.005886,60
15,0.8,14,10,code2,8,0.006469,60
15,0.8,14,11,code1,8,0.006292,60
15,0.8,14,11,code2,8,0.007299,60
15,0.8,14,12,code1,8,0.002957,60
15,0.8,14,12,code2,8,0.003208,60
15,0.8,14,13,code1,8,0.033036,60
15,0.8,14,13,code2,8,0.035986,60
15,0.8,14,14,code1,8,0.017440,60
